latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
30.212,47.392,316.8,1,1,2018-10-17,2235,A,94,6.0NRT,294.9,15.2,N
30.164,47.421,306.8,1,1,2018-10-17,2235,A,69,6.0NRT,294,7.2,N
30.114,47.445,304.6,1,1,2018-10-17,2235,A,61,6.0NRT,293.6,6.2,N
28.502,49.71,314.3,1,1,2018-10-17,2235,A,85,6.0NRT,299.7,8,N
28.5,49.72,330.2,1,1,2018-10-17,2235,A,100,6.0NRT,300.4,25.3,N
28.491,49.719,318.7,1,1,2018-10-17,2235,A,96,6.0NRT,300.3,12.2,N
27.545,52.592,304.5,1.4,1.2,2018-10-17,2235,A,45,6.0NRT,293.7,8,N
27.503,52.642,311.2,1.4,1.2,2018-10-17,2235,A,82,6.0NRT,295.1,14.9,N
27.501,52.656,309.3,1.4,1.2,2018-10-17,2235,A,69,6.0NRT,294.7,12.8,N
27.497,52.649,308.3,1.4,1.2,2018-10-17,2235,A,69,6.0NRT,295.5,11.2,N
27.155,49.218,306.8,1,1,2018-10-17,2235,A,69,6.0NRT,296.4,6.7,N
27.025,49.579,318.7,1,1,2018-10-17,2235,A,97,6.0NRT,298.2,14.4,N
27.004,48.999,311.3,1,1,2018-10-17,2235,A,82,6.0NRT,294.6,11.1,N
27.003,49.009,316.2,1,1,2018-10-17,2235,A,93,6.0NRT,295.1,15.1,N
-15.712,144.85,320.3,3.6,1.8,2018-10-18,0000,T,34,6.0NRT,294.3,56.9,D
-15.73,144.945,319.7,3.6,1.8,2018-10-18,0000,T,50,6.0NRT,294.6,44.7,D
-15.703,144.844,324.5,3.6,1.8,2018-10-18,0000,T,65,6.0NRT,294.3,83.6,D
-15.738,144.936,317.9,3.6,1.8,2018-10-18,0000,T,26,6.0NRT,294.3,35.7,D
-15.779,144.894,316.5,3.6,1.8,2018-10-18,0000,T,52,6.0NRT,293.8,36.2,D
-16.128,143.682,315.5,4.3,1.9,2018-10-18,0000,T,64,6.0NRT,292.2,47.4,D
-23.276,150.63,320.2,1.1,1,2018-10-18,0005,T,59,6.0NRT,298.2,13,D
-23.278,150.64,342.6,1.1,1,2018-10-18,0005,T,90,6.0NRT,300.6,47.2,D
-24.386,151.587,331.7,1,1,2018-10-18,0005,T,83,6.0NRT,295.7,23.8,D
-24.676,151.68,313.4,1,1,2018-10-18,0005,T,0,6.0NRT,292.1,7.6,D
-24.923,150.719,323.5,1.1,1,2018-10-18,0005,T,72,6.0NRT,296.4,11.7,D
-24.924,150.73,317.7,1.1,1,2018-10-18,0005,T,47,6.0NRT,297.8,5.8,D
-24.926,150.74,319.9,1.1,1,2018-10-18,0005,T,40,6.0NRT,298.1,7.9,D
-25.134,152.035,324.1,1,1,2018-10-18,0005,T,70,6.0NRT,297.1,14.8,D
-25.047,151.398,314.6,1,1,2018-10-18,0005,T,41,6.0NRT,293.7,6.3,D
-24.915,150.429,327,1.1,1,2018-10-18,0005,T,78,6.0NRT,299.7,16.6,D
-24.916,150.44,328.2,1.1,1,2018-10-18,0005,T,79,6.0NRT,299.7,18.5,D
-25.217,151.974,319.4,1,1,2018-10-18,0005,T,61,6.0NRT,298.4,9.6,D
-25.251,152.019,339.1,1,1,2018-10-18,0005,T,90,6.0NRT,294.2,34.9,D
-25.322,151.205,321.3,1,1,2018-10-18,0005,T,56,6.0NRT,291.3,11.8,D
-25.235,150.365,322.6,1.1,1,2018-10-18,0005,T,45,6.0NRT,300.1,12.4,D
-25.237,150.376,328.6,1.1,1,2018-10-18,0005,T,81,6.0NRT,299.4,19.8,D
-25.246,150.374,335.9,1.1,1,2018-10-18,0005,T,87,6.0NRT,297.7,30.1,D
-25.251,149.715,318.8,1.1,1.1,2018-10-18,0005,T,69,6.0NRT,299.8,8.6,D
-25.339,150.196,316.6,1.1,1,2018-10-18,0005,T,63,6.0NRT,295,7.8,D
-25.34,150.207,324.9,1.1,1,2018-10-18,0005,T,77,6.0NRT,298.2,17.3,D
-25.684,151.768,315.7,1,1,2018-10-18,0005,T,64,6.0NRT,295.3,5.9,D
-25.746,151.567,328,1,1,2018-10-18,0005,T,82,6.0NRT,298.7,19,D
-25.638,149.706,322.4,1.1,1.1,2018-10-18,0005,T,73,6.0NRT,303.5,9.4,D
-26.258,151.364,320.7,1,1,2018-10-18,0005,T,70,6.0NRT,289.9,12.9,D
-26.147,148.99,323.9,1.2,1.1,2018-10-18,0005,T,72,6.0NRT,304.2,9.9,D
-26.976,147.65,318.5,1.4,1.2,2018-10-18,0005,T,53,6.0NRT,299.6,9.5,D
-32.036,147.131,330.4,1.2,1.1,2018-10-18,0005,T,81,6.0NRT,308.1,19.5,D
46.472,-48.484,313.5,1.1,1,2018-10-18,0100,T,82,6.0NRT,281.1,16.8,N
-7.873,-35.242,354.4,1.2,1.1,2018-10-18,0045,T,100,6.0NRT,292.8,88.3,N
-7.874,-35.253,306.1,1.2,1.1,2018-10-18,0045,T,41,6.0NRT,291,7.6,N
-7.306,-35.057,318.5,1.1,1.1,2018-10-18,0045,T,97,6.0NRT,291.7,18.4,N
-7.308,-35.067,342.7,1.1,1.1,2018-10-18,0045,T,100,6.0NRT,291.3,56.7,N
-7.06,-35.131,314,1.1,1.1,2018-10-18,0045,T,88,6.0NRT,291.3,14.7,N
-7.061,-35.141,302.9,1.1,1.1,2018-10-18,0045,T,34,6.0NRT,291.5,5.7,N
-7.008,-35.206,300.2,1.1,1.1,2018-10-18,0045,T,16,6.0NRT,289.4,3.4,N
-7.009,-35.216,307.1,1.1,1.1,2018-10-18,0045,T,70,6.0NRT,289.7,8.3,N
-6.62,-35.061,330.9,1.1,1,2018-10-18,0045,T,100,6.0NRT,293.6,34.6,N
-6.621,-35.071,307.3,1.1,1,2018-10-18,0045,T,71,6.0NRT,293.2,8.1,N
-6.493,-35.015,306.4,1.1,1,2018-10-18,0045,T,68,6.0NRT,293.8,6.6,N
-6.494,-35.025,305.6,1.1,1,2018-10-18,0045,T,65,6.0NRT,294.2,5.9,N
-5.584,-37.401,308.3,1.5,1.2,2018-10-18,0045,T,73,6.0NRT,293.2,10.8,N
-3.376,-39.291,307.3,1.9,1.3,2018-10-18,0045,T,71,6.0NRT,294,14.7,N
-3.381,-39.279,323.8,1.9,1.3,2018-10-18,0045,T,100,6.0NRT,294.2,49.3,N
30.533,26.081,306.9,1.1,1,2018-10-18,0015,A,70,6.0NRT,289.1,9.5,N
30.532,26.092,304.4,1.1,1,2018-10-18,0015,A,60,6.0NRT,289.7,7.8,N
30.405,19.607,312,1.5,1.2,2018-10-18,0015,A,84,6.0NRT,291.6,19.3,N
30.403,19.622,312.3,1.5,1.2,2018-10-18,0015,A,85,6.0NRT,291.1,19.8,N
29.255,21.549,305.6,1.1,1.1,2018-10-18,0015,A,65,6.0NRT,292.8,8.1,N
29.193,21.533,303.2,1.1,1.1,2018-10-18,0015,A,54,6.0NRT,292.2,6.8,N
29.236,19.692,306.5,1.4,1.2,2018-10-18,0015,A,48,6.0NRT,290.6,10.3,N
29.234,19.706,314.9,1.4,1.2,2018-10-18,0015,A,90,6.0NRT,290.6,20.3,N
29.238,19.701,309.3,1.4,1.2,2018-10-18,0015,A,77,6.0NRT,290.6,13.5,N
29.228,19.699,306.8,1.4,1.2,2018-10-18,0015,A,48,6.0NRT,290.4,10.7,N
28.905,20.954,321.4,1.2,1.1,2018-10-18,0015,A,100,6.0NRT,292.9,23.9,N
28.903,20.966,307.6,1.2,1.1,2018-10-18,0015,A,72,6.0NRT,292.6,9.3,N
28.914,19.776,326.4,1.4,1.2,2018-10-18,0015,A,100,6.0NRT,293.4,39,N
27.65,22.479,310.4,1,1,2018-10-18,0015,A,80,6.0NRT,293.1,10,N
27.648,22.489,313.2,1,1,2018-10-18,0015,A,87,6.0NRT,293.6,12.1,N
27.647,22.499,312.6,1,1,2018-10-18,0015,A,85,6.0NRT,293.5,11.5,N
27.646,22.509,314.4,1,1,2018-10-18,0015,A,89,6.0NRT,293.4,13,N
27.585,22.409,306.6,1,1,2018-10-18,0015,A,69,6.0NRT,293.6,7.3,N
51.51,26.982,300.4,1.2,1.1,2018-10-18,0010,A,27,6.0NRT,281.6,9.5,N
48.519,34.636,308.7,1.3,1.1,2018-10-18,0010,A,75,6.0NRT,281.3,17.2,N
48.168,30.614,303,1,1,2018-10-18,0010,A,52,6.0NRT,281.7,9.2,N
48.166,30.628,306.5,1,1,2018-10-18,0010,A,68,6.0NRT,281.8,11.3,N
-15.3,16.751,306.9,1.2,1.1,2018-10-18,0030,A,42,6.0NRT,291.6,9.1,N
-15.31,16.749,308.2,1.2,1.1,2018-10-18,0030,A,74,6.0NRT,291.8,10.6,N
-15.311,16.76,306.8,1.2,1.1,2018-10-18,0030,A,69,6.0NRT,292.2,9.5,N
-15.823,16.936,314.1,1.2,1.1,2018-10-18,0030,A,89,6.0NRT,287.6,18.9,N
-15.833,16.934,303.1,1.2,1.1,2018-10-18,0030,A,53,6.0NRT,287.4,9.2,N
-15.838,16.969,325.8,1.2,1.1,2018-10-18,0030,A,100,6.0NRT,289,34.8,N
-15.84,16.981,300.8,1.2,1.1,2018-10-18,0030,A,17,6.0NRT,286.5,7.2,N
11.894,26.159,306.8,2.1,1.4,2018-10-18,0020,A,69,6.0NRT,291.2,22.3,N
11.893,26.153,300.7,2.1,1.4,2018-10-18,0020,A,14,6.0NRT,290.6,10.4,N
12.159,20.671,307.7,1,1,2018-10-18,0020,A,39,6.0NRT,293.1,7.3,N
12.151,20.661,307.4,1,1,2018-10-18,0020,A,43,6.0NRT,293.2,6.9,N
12.151,20.604,303.4,1,1,2018-10-18,0020,A,55,6.0NRT,293.3,5.1,N
12.149,20.613,310.5,1,1,2018-10-18,0020,A,80,6.0NRT,293.6,9.8,N
12.135,20.649,313.6,1,1,2018-10-18,0020,A,69,6.0NRT,294.3,11.3,N
12.095,20.731,303.5,1,1,2018-10-18,0020,A,45,6.0NRT,292.6,5.2,N
12.094,20.74,309.1,1,1,2018-10-18,0020,A,76,6.0NRT,293.4,8.8,N
12.079,20.719,315.8,1,1,2018-10-18,0020,A,79,6.0NRT,292.2,13.1,N
12.077,20.728,335.9,1,1,2018-10-18,0020,A,100,6.0NRT,295,36.4,N
12.076,20.737,319.7,1,1,2018-10-18,0020,A,95,6.0NRT,295,16.1,N
12.075,20.746,316.1,1,1,2018-10-18,0020,A,65,6.0NRT,293.9,13.2,N
12.068,20.727,309.6,1,1,2018-10-18,0020,A,78,6.0NRT,293.3,9.4,N
12.067,20.736,350.2,1,1,2018-10-18,0020,A,100,6.0NRT,295.7,64.3,N
12.066,20.745,322.3,1,1,2018-10-18,0020,A,100,6.0NRT,293.2,20.2,N
11.695,20.448,306.7,1,1,2018-10-18,0020,A,69,6.0NRT,294.4,6.7,N
11.285,14.041,302.6,1.9,1.4,2018-10-18,0020,A,50,6.0NRT,292.5,13.7,N
27.244,140.884,310.3,1.1,1,2018-10-18,0130,T,34,6.0NRT,296.9,6.1,D
42.818,143.411,301.2,1,1,2018-10-18,0125,T,45,6.0NRT,285.8,5.4,D
40.538,141.501,311.6,1,1,2018-10-18,0125,T,62,6.0NRT,292.9,7.8,D
40.537,141.513,305,1,1,2018-10-18,0125,T,0,6.0NRT,292.3,3,D
35.024,136.87,313.3,1.4,1.2,2018-10-18,0125,T,0,6.0NRT,294.9,9,D
-8.195,140.783,311.2,3.8,1.8,2018-10-18,0135,T,37,6.0NRT,292.1,42.5,D
-7.484,131.658,317.8,1,1,2018-10-18,0140,T,0,6.0NRT,300.1,8.6,D
-7.909,131.291,321.5,1,1,2018-10-18,0140,T,61,6.0NRT,304.7,8.3,D
-7.973,131.229,324.9,1,1,2018-10-18,0140,T,70,6.0NRT,304,13.5,D
-12.25,136.41,317.5,2,1.4,2018-10-18,0140,T,42,6.0NRT,292.8,23.7,D
-12.127,135.39,324.8,1.7,1.3,2018-10-18,0140,T,28,6.0NRT,294.5,23.5,D
-11.839,132.829,329.9,1.1,1.1,2018-10-18,0140,T,67,6.0NRT,306,19.4,D
-11.869,132.734,332.6,1.1,1.1,2018-10-18,0140,T,49,6.0NRT,307.4,22.6,D
-12.482,136.381,338,2,1.4,2018-10-18,0140,T,86,6.0NRT,292.8,79.6,D
-12.495,136.38,327.1,2,1.4,2018-10-18,0140,T,65,6.0NRT,296.9,41.9,D
-12.497,136.398,322.7,2,1.4,2018-10-18,0140,T,34,6.0NRT,296.3,27.9,D
-12.166,132.684,329.4,1.1,1.1,2018-10-18,0140,T,51,6.0NRT,303.3,17.8,D
-12.193,132.733,330.6,1.1,1.1,2018-10-18,0140,T,49,6.0NRT,304.5,20.3,D
-12.722,136.314,322.6,2,1.4,2018-10-18,0140,T,53,6.0NRT,295.3,22,D
-12.724,136.332,326.6,2,1.4,2018-10-18,0140,T,73,6.0NRT,298.1,33.4,D
-12.362,132.988,330,1.2,1.1,2018-10-18,0140,T,36,6.0NRT,303.9,18.7,D
-12.416,132.157,333.9,1.1,1,2018-10-18,0140,T,55,6.0NRT,306.2,18.8,D
-12.968,136.215,319,2,1.4,2018-10-18,0140,T,40,6.0NRT,291.6,29.9,D
-12.97,136.21,317.8,2,1.4,2018-10-18,0140,T,42,6.0NRT,292,27.5,D
-12.404,130.929,335.4,1,1,2018-10-18,0140,T,79,6.0NRT,297.7,21.6,D
-12.522,130.918,327.5,1,1,2018-10-18,0140,T,0,6.0NRT,296.6,16.7,D
-13.943,134.141,329.9,1.4,1.2,2018-10-18,0140,T,61,6.0NRT,303.8,22.9,D
-13.498,130.105,348.7,1,1,2018-10-18,0140,T,94,6.0NRT,299.7,46.3,D
-14.426,135.145,320.3,1.7,1.3,2018-10-18,0140,T,8,6.0NRT,297.5,21.7,D
-14.023,129.793,339.1,1,1,2018-10-18,0140,T,85,6.0NRT,299.7,29.7,D
-14.032,129.792,348.5,1,1,2018-10-18,0140,T,93,6.0NRT,298.1,46.7,D
-14.033,129.801,341.6,1,1,2018-10-18,0140,T,75,6.0NRT,287.2,33.4,D
-14.101,130.073,333.6,1,1,2018-10-18,0140,T,38,6.0NRT,306.2,18,D
-14.24,129.889,325,1,1,2018-10-18,0140,T,55,6.0NRT,302,13,D
-14.302,129.874,329,1,1,2018-10-18,0140,T,53,6.0NRT,297.7,16.9,D
-14.718,131.093,329,1,1,2018-10-18,0140,T,49,6.0NRT,296.1,17.9,D
-14.965,130.131,328.9,1,1,2018-10-18,0140,T,51,6.0NRT,302.8,15,D
-14.537,126.408,328.8,1.3,1.1,2018-10-18,0140,T,54,6.0NRT,302.1,19.5,D
-14.539,126.42,325.7,1.3,1.1,2018-10-18,0140,T,26,6.0NRT,300.8,14.3,D
-14.521,126.245,329.8,1.4,1.2,2018-10-18,0140,T,67,6.0NRT,301.6,20.5,D
-14.54,126.229,340,1.4,1.2,2018-10-18,0140,T,86,6.0NRT,302,45.1,D
-14.56,126.225,331.5,1.4,1.2,2018-10-18,0140,T,75,6.0NRT,299.3,24.6,D
-14.566,126.218,325.6,1.4,1.2,2018-10-18,0140,T,31,6.0NRT,298.1,12,D
-14.806,126.034,337.6,1.4,1.2,2018-10-18,0140,T,83,6.0NRT,303.3,36.9,D
-14.808,126.047,334.7,1.4,1.2,2018-10-18,0140,T,78,6.0NRT,303.9,30.1,D
-15.226,128.726,326.1,1,1,2018-10-18,0140,T,44,6.0NRT,300.8,12.6,D
-14.803,126.042,331,1.4,1.2,2018-10-18,0140,T,71,6.0NRT,304.4,23.7,D
-14.813,126.04,334.4,1.4,1.2,2018-10-18,0140,T,79,6.0NRT,301.3,31.8,D
-15.308,129.026,339.5,1,1,2018-10-18,0140,T,85,6.0NRT,303,24.8,D
-15.317,129.025,350.5,1,1,2018-10-18,0140,T,89,6.0NRT,299.3,46.4,D
-14.945,126.586,328.9,1.3,1.1,2018-10-18,0140,T,43,6.0NRT,302.6,11.5,D
-14.947,126.598,382.8,1.3,1.1,2018-10-18,0140,T,100,6.0NRT,306.8,207.7,D
-14.957,126.596,342.7,1.3,1.1,2018-10-18,0140,T,88,6.0NRT,302.3,40.2,D
-14.967,126.594,400.8,1.3,1.1,2018-10-18,0140,T,100,6.0NRT,305.1,342.8,D
-14.969,126.606,341.8,1.3,1.1,2018-10-18,0140,T,87,6.0NRT,302.2,38.9,D
-14.977,126.593,336.6,1.3,1.1,2018-10-18,0140,T,82,6.0NRT,299,27.6,D
-15.648,130.917,336.6,1,1,2018-10-18,0140,T,52,6.0NRT,302,25.1,D
-16.077,131.289,341.2,1.1,1,2018-10-18,0140,T,81,6.0NRT,308.4,30.3,D
-15.189,125.464,324.4,1.5,1.2,2018-10-18,0140,T,60,6.0NRT,300.2,18,D
-16.088,131.298,336.3,1.1,1,2018-10-18,0140,T,79,6.0NRT,308.2,19.1,D
-16.089,131.308,336.1,1.1,1,2018-10-18,0140,T,78,6.0NRT,308.6,18.8,D
-15.809,129.299,324.4,1,1,2018-10-18,0140,T,19,6.0NRT,282,7.9,D
-15.81,129.308,323.1,1,1,2018-10-18,0140,T,27,6.0NRT,282,6,D
-16.147,131.202,346.2,1.1,1,2018-10-18,0140,T,80,6.0NRT,302,42.6,D
-15.508,126.645,326.4,1.2,1.1,2018-10-18,0140,T,50,6.0NRT,304.9,9,D
-16.443,131.813,337.9,1.1,1.1,2018-10-18,0140,T,83,6.0NRT,307.2,27.7,D
-16.446,131.835,338.7,1.1,1.1,2018-10-18,0140,T,85,6.0NRT,305.4,28,D
-16.476,131.766,370.4,1.1,1.1,2018-10-18,0140,T,100,6.0NRT,306.6,117.6,D
-16.496,131.774,335.2,1.1,1.1,2018-10-18,0140,T,53,6.0NRT,305.1,18.8,D
-16.156,128.243,331.2,1,1,2018-10-18,0140,T,43,6.0NRT,303.6,14.9,D
-16.296,126.956,331.1,1.2,1.1,2018-10-18,0140,T,57,6.0NRT,306.5,14,D
-16.297,126.967,332.3,1.2,1.1,2018-10-18,0140,T,47,6.0NRT,307.2,15.3,D
-16.304,126.944,335,1.2,1.1,2018-10-18,0140,T,80,6.0NRT,305,22.6,D
-16.305,126.955,353.6,1.2,1.1,2018-10-18,0140,T,96,6.0NRT,308.1,66.5,D
-16.313,126.942,329,1.2,1.1,2018-10-18,0140,T,48,6.0NRT,303.8,14.2,D
-16.315,126.953,356.1,1.2,1.1,2018-10-18,0140,T,97,6.0NRT,305.4,76,D
-16.489,127.783,332.1,1.1,1,2018-10-18,0140,T,77,6.0NRT,306.5,15.4,D
-16.51,127.79,332.8,1.1,1,2018-10-18,0140,T,49,6.0NRT,307.2,16.4,D
-16.513,127.811,354.9,1.1,1,2018-10-18,0140,T,97,6.0NRT,299,65,D
-16.809,129.776,336.2,1,1,2018-10-18,0140,T,82,6.0NRT,306,21.1,D
-16.811,129.785,337.8,1,1,2018-10-18,0140,T,84,6.0NRT,305.3,23.8,D
-16.519,127.789,381.3,1.1,1,2018-10-18,0140,T,100,6.0NRT,309.2,157.3,D
-16.52,127.799,334.8,1.1,1,2018-10-18,0140,T,47,6.0NRT,304.7,20.2,D
-16.522,127.809,354,1.1,1,2018-10-18,0140,T,96,6.0NRT,297.8,63.4,D
-16.821,129.793,330,1,1,2018-10-18,0140,T,47,6.0NRT,305,12.4,D
-16.83,129.792,336.8,1,1,2018-10-18,0140,T,61,6.0NRT,308.6,20.6,D
-16.84,129.8,335.9,1,1,2018-10-18,0140,T,22,6.0NRT,305.7,19.8,D
-16.849,129.799,339.4,1,1,2018-10-18,0140,T,70,6.0NRT,305.1,25.8,D
-16.561,127.714,379.6,1.1,1,2018-10-18,0140,T,100,6.0NRT,307.4,150.3,D
-16.563,127.724,356.4,1.1,1,2018-10-18,0140,T,98,6.0NRT,304.5,66.7,D
-16.564,127.734,330.4,1.1,1,2018-10-18,0140,T,60,6.0NRT,305.1,13.5,D
-17.063,130.843,333.1,1.1,1,2018-10-18,0140,T,78,6.0NRT,306.2,17.3,D
-17.071,130.832,326.6,1.1,1,2018-10-18,0140,T,50,6.0NRT,303.3,10.5,D
-17.072,130.842,331.2,1.1,1,2018-10-18,0140,T,68,6.0NRT,306,15.1,D
-17.074,130.852,332.9,1.1,1,2018-10-18,0140,T,78,6.0NRT,306.7,17.5,D
-16.813,128.807,330.1,1,1,2018-10-18,0140,T,46,6.0NRT,299.7,16.4,D
-18.081,125.038,333.4,1.4,1.2,2018-10-18,0140,T,64,6.0NRT,313,20.3,D
-18.116,125.114,343.6,1.4,1.2,2018-10-18,0140,T,88,6.0NRT,314.5,42.7,D
-18.126,125.112,370.9,1.4,1.2,2018-10-18,0140,T,100,6.0NRT,313,157.1,D
-18.139,125.124,344.6,1.4,1.2,2018-10-18,0140,T,89,6.0NRT,309.5,45.7,D
-18.141,125.137,339.9,1.4,1.2,2018-10-18,0140,T,84,6.0NRT,311.6,32.9,D
-18.145,125.095,335.4,1.4,1.2,2018-10-18,0140,T,78,6.0NRT,313.6,24.3,D
-18.152,125.135,336.6,1.4,1.2,2018-10-18,0140,T,78,6.0NRT,309.8,26.8,D
-18.156,125.093,335.2,1.4,1.2,2018-10-18,0140,T,76,6.0NRT,313.8,23.3,D
-18.152,125.101,335.1,1.4,1.2,2018-10-18,0140,T,68,6.0NRT,313.9,21.7,D
-18.511,126.269,331.3,1.2,1.1,2018-10-18,0140,T,61,6.0NRT,311.5,10.5,D
-18.077,123.605,336,1.8,1.3,2018-10-18,0140,T,51,6.0NRT,314.5,36.8,D
-18.089,123.603,338.8,1.8,1.3,2018-10-18,0140,T,63,6.0NRT,314.1,47.7,D
-18.092,123.62,361.2,1.8,1.3,2018-10-18,0140,T,93,6.0NRT,309.7,168.2,D
-18.087,123.615,356.3,1.8,1.3,2018-10-18,0140,T,90,6.0NRT,311.7,139,D
-18.098,123.613,357,1.8,1.3,2018-10-18,0140,T,94,6.0NRT,311.3,140.5,D
-18.113,123.628,356.1,1.8,1.3,2018-10-18,0140,T,93,6.0NRT,307.1,142.1,D
-18.336,123.709,336.7,1.7,1.3,2018-10-18,0140,T,76,6.0NRT,311.6,44.2,D
-18.348,123.706,330.4,1.7,1.3,2018-10-18,0140,T,43,6.0NRT,309,27.7,D
-18.359,123.704,344.6,1.7,1.3,2018-10-18,0140,T,88,6.0NRT,308.2,79.9,D
-18.366,123.696,327.5,1.7,1.3,2018-10-18,0140,T,50,6.0NRT,306.8,24,D
-18.389,123.624,339.4,1.8,1.3,2018-10-18,0140,T,83,6.0NRT,313.8,51.3,D
-18.392,123.64,342.2,1.8,1.3,2018-10-18,0140,T,84,6.0NRT,312.7,64.9,D
-18.401,123.621,331.6,1.8,1.3,2018-10-18,0140,T,57,6.0NRT,311.8,27,D
-18.404,123.638,335.9,1.8,1.3,2018-10-18,0140,T,77,6.0NRT,311.7,45.1,D
-18.335,122.373,330,2.2,1.4,2018-10-18,0140,T,48,6.0NRT,306.7,47.1,D
-18.362,122.382,339.7,2.2,1.4,2018-10-18,0140,T,79,6.0NRT,305.5,86.1,D
-18.384,122.357,343.2,2.2,1.4,2018-10-18,0140,T,82,6.0NRT,308.5,104,D
-18.431,122.474,332.7,2.1,1.4,2018-10-18,0140,T,39,6.0NRT,310,43.5,D
-18.395,122.348,335.7,2.2,1.4,2018-10-18,0140,T,54,6.0NRT,307.2,69.2,D
-18.431,122.468,333.6,2.1,1.4,2018-10-18,0140,T,54,6.0NRT,309.5,51.1,D
-18.463,122.503,330.6,2.1,1.4,2018-10-18,0140,T,35,6.0NRT,309.7,38.2,D
-18.439,122.297,351.6,2.2,1.4,2018-10-18,0140,T,94,6.0NRT,307.1,154.7,D
-18.452,122.295,348.2,2.2,1.4,2018-10-18,0140,T,89,6.0NRT,304.2,131.9,D
-18.478,122.29,326.4,2.2,1.4,2018-10-18,0140,T,29,6.0NRT,306,33.6,D
-18.471,122.262,331.1,2.2,1.4,2018-10-18,0140,T,48,6.0NRT,307.2,45.2,D
-18.475,122.283,326.3,2.2,1.4,2018-10-18,0140,T,27,6.0NRT,306.3,31.4,D
-18.654,122.972,334.2,1.9,1.4,2018-10-18,0140,T,65,6.0NRT,314.2,35.6,D
-18.66,122.933,338.8,2,1.4,2018-10-18,0140,T,79,6.0NRT,312.6,61.6,D
-18.692,123.114,340,1.9,1.3,2018-10-18,0140,T,83,6.0NRT,315.5,58.1,D
-18.695,123.132,332.6,1.9,1.3,2018-10-18,0140,T,43,6.0NRT,312.4,31.6,D
-18.691,123.04,333.9,1.9,1.4,2018-10-18,0140,T,62,6.0NRT,314,36.4,D
-19.799,123.177,336.1,1.8,1.3,2018-10-18,0140,T,75,6.0NRT,317.9,31.1,D
-19.802,123.194,336.8,1.8,1.3,2018-10-18,0140,T,75,6.0NRT,317,33.1,D
-21.339,125.191,354.7,1.2,1.1,2018-10-18,0140,T,96,6.0NRT,316.1,69.9,D
-21.341,125.203,358.6,1.2,1.1,2018-10-18,0140,T,99,6.0NRT,316.8,83.2,D
-21.343,125.214,347.6,1.2,1.1,2018-10-18,0140,T,90,6.0NRT,315,48.2,D
-23.04,134.881,343.7,2.2,1.4,2018-10-18,0140,T,87,6.0NRT,308.7,108,D
-23.042,134.902,343.4,2.2,1.4,2018-10-18,0140,T,87,6.0NRT,311.4,104.4,D
-23.049,134.837,340.5,2.2,1.4,2018-10-18,0140,T,84,6.0NRT,306.8,94.2,D
-23.051,134.858,341.3,2.2,1.4,2018-10-18,0140,T,85,6.0NRT,304.6,98.3,D
-23.053,134.879,363.5,2.2,1.4,2018-10-18,0140,T,100,6.0NRT,308.5,255.1,D
-23.055,134.901,346.5,2.2,1.4,2018-10-18,0140,T,90,6.0NRT,310.8,127.8,D
-23.066,134.878,335.1,2.2,1.4,2018-10-18,0140,T,76,6.0NRT,306.9,72,D
-23.068,134.899,334.8,2.2,1.4,2018-10-18,0140,T,76,6.0NRT,308.3,69.9,D
-23.075,134.963,334.2,2.2,1.4,2018-10-18,0140,T,70,6.0NRT,308.6,59.6,D
-23.088,134.96,338.4,2.2,1.4,2018-10-18,0140,T,81,6.0NRT,305.1,84.3,D
-23.093,135.005,339.3,2.2,1.4,2018-10-18,0140,T,82,6.0NRT,309.8,77.6,D
-23.095,135.027,340.8,2.2,1.5,2018-10-18,0140,T,84,6.0NRT,312.1,85.1,D
-23.101,134.958,341.3,2.2,1.4,2018-10-18,0140,T,85,6.0NRT,305,104.3,D
-23.106,135.004,349.2,2.2,1.4,2018-10-18,0140,T,92,6.0NRT,308.4,142,D
-23.064,134.872,336.4,2.2,1.4,2018-10-18,0140,T,79,6.0NRT,305.4,79.2,D
-23.066,134.893,340.7,2.2,1.4,2018-10-18,0140,T,84,6.0NRT,309.1,101.6,D
-23.072,134.956,331.1,2.2,1.4,2018-10-18,0140,T,45,6.0NRT,308.3,46.4,D
-23.085,134.954,328.9,2.2,1.4,2018-10-18,0140,T,34,6.0NRT,303.9,43.6,D
-23.092,135.021,340.2,2.2,1.5,2018-10-18,0140,T,84,6.0NRT,312.3,85,D
-23.098,134.952,336.6,2.2,1.4,2018-10-18,0140,T,71,6.0NRT,304,80.7,D
-23.103,134.997,353.1,2.2,1.4,2018-10-18,0140,T,95,6.0NRT,308,172.5,D
-23.105,135.02,334.7,2.2,1.5,2018-10-18,0140,T,68,6.0NRT,310,60.8,D
-21.382,122.797,333.9,1.8,1.3,2018-10-18,0140,T,33,6.0NRT,318.1,25.6,D
-21.613,122.648,346.8,1.8,1.3,2018-10-18,0140,T,90,6.0NRT,322.4,71.4,D
-21.616,122.665,345.7,1.8,1.3,2018-10-18,0140,T,89,6.0NRT,319.7,67.9,D
-21.619,122.682,346.4,1.8,1.3,2018-10-18,0140,T,89,6.0NRT,317.8,72.3,D
-21.613,122.677,346.8,1.8,1.3,2018-10-18,0140,T,90,6.0NRT,319,77.1,D
